2021-04-11 10:41:16,68.653
2021-04-11 10:41:17,68.653
2021-04-11 10:41:18,68.653
2021-04-11 10:41:19,68.166
2021-04-11 10:41:20,69.14
2021-04-11 10:41:21,68.653
2021-04-11 10:41:22,68.166
2021-04-11 10:41:23,67.679
2021-04-11 10:41:24,68.166
2021-04-11 10:41:25,68.653
2021-04-11 10:41:26,68.653
2021-04-11 10:41:27,68.166
2021-04-11 10:41:28,68.166
2021-04-11 10:41:29,68.166
2021-04-11 10:41:30,68.166
2021-04-11 10:41:31,68.166
2021-04-11 10:41:32,67.679
2021-04-11 10:41:33,66.705
2021-04-11 10:41:34,68.166
2021-04-11 10:41:35,68.653
2021-04-11 10:41:36,68.166
2021-04-11 11:10:45,64.27
2021-04-11 11:16:01,64.27
2021-04-11 11:21:02,65.244
2021-04-11 11:26:02,67.192
2021-04-11 11:31:02,64.27
2021-04-11 11:36:02,67.192
2021-04-11 11:41:02,66.218
2021-04-11 11:46:02,65.244
2021-04-11 11:51:02,65.731
2021-04-11 11:56:02,65.731
2021-04-11 12:01:02,60.861
2021-04-11 12:06:02,64.27
2021-04-11 12:11:02,61.835
2021-04-11 12:16:02,64.27
2021-04-11 12:21:03,65.244
2021-04-11 12:22:04,63.783
2021-04-11 12:27:20,72.062
2021-04-11 12:32:20,65.731
2021-04-11 12:37:20,59.887
2021-04-11 12:42:20,63.783
2021-04-11 12:47:20,67.192
2021-04-11 12:52:20,67.192
2021-04-11 12:57:20,64.27
2021-04-11 13:02:20,61.835
2021-04-11 13:07:20,62.322
2021-04-11 13:12:21,62.322
2021-04-11 13:17:21,61.348
2021-04-11 13:22:21,68.166
2021-04-11 13:27:21,69.14
2021-04-11 13:32:21,66.705
2021-04-11 13:37:21,65.244
2021-04-11 13:42:21,64.27
2021-04-11 13:47:21,64.27
2021-04-11 13:52:22,63.296
2021-04-11 13:57:22,66.705
2021-04-11 14:02:22,60.374
2021-04-11 14:07:22,61.348
2021-04-11 14:12:22,61.835
2021-04-11 14:17:22,61.348
2021-04-11 14:22:22,61.348
2021-04-11 14:27:22,62.809
2021-04-11 14:32:22,61.348
2021-04-11 14:37:23,61.348
2021-04-11 14:42:23,62.322
2021-04-11 14:47:23,61.348
2021-04-11 14:52:23,61.835
2021-04-11 14:57:23,63.783
2021-04-11 15:02:23,63.296
2021-04-11 15:07:23,65.244
2021-04-11 15:12:23,61.835
2021-04-11 15:17:23,63.296
2021-04-11 15:22:24,61.835
2021-04-11 15:27:24,62.809
2021-04-11 15:32:24,61.835
2021-04-11 15:37:24,62.322
2021-04-11 15:42:24,62.809
2021-04-11 15:47:24,68.166
2021-04-11 15:52:24,66.705
2021-04-11 15:57:24,69.627
2021-04-11 16:02:24,64.27
2021-04-11 16:07:24,60.374
2021-04-11 16:12:25,60.861
2021-04-11 16:17:25,62.322
2021-04-11 16:22:25,61.835
2021-04-11 16:27:25,61.835
2021-04-11 16:32:25,65.244
2021-04-11 16:37:25,64.757
2021-04-11 16:42:25,69.14
2021-04-11 16:47:25,61.835
2021-04-11 16:49:37,64.757
2021-04-11 16:53:40,65.244
2021-04-11 16:58:56,64.27
2021-04-11 17:03:07,63.783
2021-04-11 17:08:23,72.062
2021-04-11 17:13:23,73.523
2021-04-11 17:18:23,74.497
2021-04-11 17:23:23,74.984
2021-04-11 17:28:23,75.471
2021-04-11 17:33:23,74.984
2021-04-11 17:38:23,74.984
2021-04-11 17:43:23,74.984
2021-04-11 17:48:23,75.471
2021-04-11 17:53:23,74.984
2021-04-11 17:58:24,74.984
2021-04-11 18:03:24,75.471
2021-04-11 18:08:24,75.471
2021-04-11 18:13:24,74.984
2021-04-11 18:18:24,73.036
2021-04-11 18:23:24,75.471
2021-04-11 18:28:24,73.036
2021-04-11 18:33:24,74.984
2021-04-11 18:38:24,75.471
2021-04-11 18:43:24,74.01
2021-04-11 18:48:25,74.984
2021-04-11 18:53:25,75.958
2021-04-11 18:58:25,74.984
2021-04-11 19:03:25,76.932
2021-04-11 19:08:25,75.958
2021-04-11 19:13:25,75.958
2021-04-11 19:18:25,75.471
2021-04-11 19:23:25,76.445
2021-04-11 19:28:25,75.471
2021-04-11 19:33:25,71.088
2021-04-11 19:38:25,73.036
2021-04-11 19:43:26,75.471
2021-04-11 19:48:26,75.471
2021-04-11 19:53:26,75.471
2021-04-11 19:58:26,75.471
2021-04-11 20:03:26,75.958
2021-04-11 20:08:26,75.471
2021-04-11 20:13:26,75.958
2021-04-11 20:18:26,76.932
2021-04-11 20:23:26,75.471
2021-04-11 20:28:26,76.445
2021-04-11 20:33:27,76.932
2021-04-11 20:38:27,76.445
2021-04-11 20:43:27,76.445
2021-04-11 20:48:27,76.932
2021-04-11 20:53:27,76.445
2021-04-11 20:58:27,76.932
2021-04-11 21:03:27,76.445
2021-04-11 21:08:27,76.932
2021-04-11 21:13:27,77.419
2021-04-11 21:18:27,76.932
2021-04-11 21:23:28,76.932
2021-04-11 21:28:28,76.932
2021-04-11 21:33:28,70.114
2021-04-11 21:38:28,73.523
2021-04-11 21:43:28,73.036
2021-04-11 21:48:28,73.523
2021-04-11 21:53:28,70.601
2021-04-11 21:58:28,65.244
2021-04-11 22:03:28,63.296
2021-04-11 22:08:28,67.192
2021-04-11 22:13:29,70.114
2021-04-11 22:18:29,60.374
2021-04-11 22:23:29,65.244
2021-04-11 22:28:29,66.218
2021-04-11 22:33:29,59.887
2021-04-11 22:38:29,62.322
2021-04-11 22:43:29,63.296
2021-04-11 22:48:29,62.322
2021-04-11 22:53:29,63.296
2021-04-11 22:58:29,63.783
2021-04-11 23:03:30,62.809
2021-04-11 23:08:30,62.322
2021-04-11 23:13:30,61.348
2021-04-11 23:18:30,62.809
2021-04-11 23:23:30,61.835
2021-04-11 23:28:30,62.809
2021-04-11 23:33:30,62.322
2021-04-11 23:38:30,62.322
2021-04-11 23:43:30,62.809
2021-04-11 23:48:30,63.783
2021-04-11 23:53:30,62.809
2021-04-11 23:58:31,62.322
2021-04-12 00:03:31,62.809
2021-04-12 00:08:31,63.296
2021-04-12 00:13:31,62.322
2021-04-12 00:18:31,62.322
2021-04-12 00:23:31,61.348
2021-04-12 00:28:31,62.809
2021-04-12 00:33:31,62.809
2021-04-12 00:38:31,61.835
2021-04-12 00:43:31,61.835
2021-04-12 00:48:31,62.322
2021-04-12 00:53:31,62.809
2021-04-12 00:58:32,63.296
2021-04-12 01:03:32,61.835
2021-04-12 01:08:32,61.835
2021-04-12 01:13:32,61.835
2021-04-12 01:18:32,62.322
2021-04-12 01:23:32,63.296
2021-04-12 01:28:32,62.809
2021-04-12 01:33:32,62.809
2021-04-12 01:38:32,62.322
2021-04-12 01:43:32,62.322
2021-04-12 01:48:32,61.835
2021-04-12 01:53:33,63.296
2021-04-12 01:58:33,62.322
2021-04-12 02:03:33,62.322
2021-04-12 02:08:33,62.322
2021-04-12 02:13:33,62.322
2021-04-12 02:18:33,62.322
2021-04-12 02:23:33,61.835
2021-04-12 02:28:33,62.322
2021-04-12 02:33:33,62.322
2021-04-12 02:38:33,62.322
2021-04-12 02:43:33,61.348
2021-04-12 02:48:34,61.348
2021-04-12 02:53:34,62.809
2021-04-12 02:58:34,61.348
2021-04-12 03:03:34,62.322
2021-04-12 03:08:34,62.322
2021-04-12 03:13:34,62.809
2021-04-12 03:18:34,62.322
2021-04-12 03:23:34,62.322
2021-04-12 03:28:34,61.835
2021-04-12 03:33:34,62.809
2021-04-12 03:38:34,61.835
2021-04-12 03:43:34,62.322
2021-04-12 03:48:35,61.348
2021-04-12 03:53:35,61.835
2021-04-12 03:58:35,62.322
2021-04-12 04:03:35,61.348
2021-04-12 04:08:35,62.322
2021-04-12 04:13:35,61.348
2021-04-12 04:18:35,61.348
2021-04-12 04:23:35,61.835
2021-04-12 04:28:35,62.322
2021-04-12 04:33:35,61.835
2021-04-12 04:38:35,62.809
2021-04-12 04:43:35,62.322
2021-04-12 04:48:36,63.296
2021-04-12 04:53:36,60.861
2021-04-12 04:58:36,61.835
2021-04-12 05:03:36,61.835
2021-04-12 05:08:36,62.809
2021-04-12 05:13:36,62.809
2021-04-12 05:18:36,61.348
2021-04-12 05:23:36,61.835
2021-04-12 05:28:36,62.322
2021-04-12 05:30:39,62.809
2021-04-12 05:35:56,69.14
2021-04-12 05:40:56,70.114
2021-04-12 05:45:56,73.523
2021-04-12 05:50:56,73.036
2021-04-12 05:55:56,74.497
2021-04-12 06:00:56,73.523
2021-04-12 06:05:56,73.523
2021-04-12 06:10:56,72.549
2021-04-12 06:15:56,73.523
2021-04-12 06:20:57,73.523
2021-04-12 06:25:57,73.523
2021-04-12 06:30:57,72.062
2021-04-12 06:35:57,71.575
2021-04-12 06:40:57,72.549
2021-04-12 06:45:57,73.523
2021-04-12 06:50:57,73.523
2021-04-12 06:55:57,73.036
2021-04-12 07:00:57,73.523
2021-04-12 07:05:57,73.036
2021-04-12 07:10:58,65.244
2021-04-12 07:15:58,67.192
2021-04-12 07:20:58,71.088
2021-04-12 07:25:58,72.549
2021-04-12 07:30:58,72.062
2021-04-12 07:35:58,72.062
2021-04-12 07:40:58,71.575
2021-04-12 07:45:58,71.575
2021-04-12 07:50:58,72.549
2021-04-12 07:55:58,71.088
2021-04-12 08:00:59,73.523
2021-04-12 08:05:59,73.036
